,condition,date,price_log,bedrooms,bathrooms,waterfront,sqft_living,floors,zipcode,grade_int,yr_built
307,Average,2014-06-12,13.322442989119986,4,2.25,0.0,2180,2.0,98074,8,1984
308,Good,2015-02-28,13.218945475250573,2,1.0,0.0,1010,1.5,98105,6,1908
309,Very Good,2015-01-08,13.407542319637992,4,2.75,0.0,3320,2.0,98056,8,1960
310,Very Good,2015-02-09,13.633988681340885,4,2.5,0.0,2370,1.5,98144,8,1928
311,Average,2014-10-23,12.211060187041213,5,1.75,0.0,1660,1.5,98065,6,1915
312,Very Good,2014-05-02,14.682611045647658,5,2.5,0.0,3650,2.0,98119,10,1921
313,Average,2014-06-18,14.137594057133388,4,3.25,0.0,4290,1.0,98006,11,1997
314,Average,2014-12-09,14.151982794585487,4,3.25,0.0,4290,1.0,98006,11,1997
315,Average,2014-11-05,12.628067055589549,4,2.25,0.0,1950,1.0,98058,8,1979
316,Very Good,2015-04-08,13.096019402064726,3,2.0,0.0,2590,1.0,98133,8,1948
317,Good,2015-05-11,12.873902018105829,3,2.5,0.0,1930,1.0,98042,8,1988
318,Good,2014-07-23,13.214030565930152,2,1.0,0.0,1470,1.0,98103,7,1916
319,Average,2014-11-22,12.501536858424009,4,1.0,0.0,800,1.0,98166,6,1943
320,Average,2014-05-13,13.616937660584268,5,2.75,0.0,3150,2.0,98052,9,2013
321,Average,2014-10-23,13.16158409055761,3,2.25,0.0,2030,2.0,98027,8,1984
322,Average,2014-07-21,12.345834587905333,3,2.0,0.0,1450,1.0,98001,7,2003
323,Average,2015-02-02,12.388394202324129,3,1.75,0.0,1510,1.0,98023,7,1969
324,Average,2014-09-05,12.354492650648448,2,1.0,0.0,1240,1.0,98146,6,1922
325,Average,2015-03-11,12.390475368527953,2,1.0,0.0,1240,1.0,98146,6,1922
326,Average,2014-10-27,12.524435463425318,3,2.5,0.0,3030,2.0,98077,9,1987
327,Good,2014-09-05,13.514405465180353,4,2.0,0.0,2050,1.5,98102,9,1922
328,Fair,2015-04-28,12.13551605206704,3,1.0,0.0,1000,1.0,98166,7,1952
329,Good,2014-07-25,13.579788224443204,3,2.25,0.0,2370,1.0,98005,9,1977
330,Average,2014-09-16,13.687677186454389,4,3.5,0.0,2800,2.0,98105,9,1951
331,Good,2015-04-16,12.538967060803502,6,1.75,0.0,2240,2.0,98198,7,1955
332,Average,2014-07-29,12.594730635321957,3,2.0,0.0,1810,1.0,98022,8,1991
333,Average,2015-04-08,13.369223455335854,2,1.0,0.0,1070,1.0,98103,7,1924
334,Very Good,2014-07-03,13.753635154246187,4,2.0,0.0,2490,2.0,98040,9,1968
335,Average,2014-10-07,12.468436909997665,4,2.5,0.0,1960,2.0,98038,7,2003
336,Average,2014-06-02,13.235513475336985,3,2.75,0.0,2930,1.0,98072,9,2004
337,Very Good,2014-07-22,13.581685158303204,4,2.0,0.0,1510,1.5,98103,7,1911
338,Average,2014-08-26,12.487485104968359,3,1.75,0.0,1420,1.0,98133,7,1954
339,Average,2015-05-01,12.409013489526863,3,1.75,0.0,1740,1.0,98178,7,1954
340,Good,2015-04-24,13.091904169919621,4,1.75,0.0,2560,2.0,98052,7,1962
341,Average,2014-11-06,13.435713196604688,4,3.5,0.0,3040,2.0,98059,9,2010
342,Average,2014-09-09,12.959844447906553,3,1.75,0.0,2500,1.0,98125,8,1957
343,Good,2014-10-17,12.64303642069771,4,1.75,0.0,1275,1.0,98070,6,1991
344,Average,2014-07-18,13.221756121282363,4,2.5,0.0,2580,2.0,98065,8,2002
345,Average,2014-07-23,12.013700752882718,4,1.0,0.0,1000,1.0,98178,6,1943
346,Average,2014-12-29,12.387977448827787,4,1.0,0.0,1000,1.0,98178,6,1943
347,Good,2014-12-05,12.676076274775909,2,1.0,0.0,1070,1.0,98059,6,1930
348,Good,2014-10-21,12.238539835667675,3,2.0,0.0,1390,1.0,98030,7,1987
349,Average,2015-04-16,12.866179972011919,4,1.75,0.0,2500,1.0,98155,7,1973
350,Average,2014-06-04,12.608198852372823,1,0.75,0.0,560,1.0,98014,4,1967
351,Average,2014-09-22,13.658856747918897,4,2.75,0.0,2270,2.0,98040,9,1965
352,Good,2015-01-26,12.66032791780777,3,1.0,0.0,1900,1.0,98166,7,1954
353,Very Good,2014-12-03,12.988831984779805,2,1.0,0.0,990,1.0,98103,7,1907
354,Good,2015-03-24,12.437184366493561,4,1.5,0.0,1550,1.0,98001,7,1969
355,Very Good,2014-06-04,12.834681304952548,4,1.75,0.0,2200,1.0,98118,7,1955
356,Average,2014-08-06,12.611537753638338,4,2.5,0.0,1910,2.0,98038,7,2005
357,Good,2014-10-06,12.948009990259552,4,1.0,0.0,1750,1.5,98006,7,1954
358,Average,2014-05-05,13.710150042306449,3,1.0,0.0,1330,1.0,98033,7,1928
359,Average,2014-08-05,13.42970100751455,3,2.5,0.0,2440,2.0,98116,9,2000
360,Average,2014-06-05,13.045482333068371,3,2.5,0.0,1640,2.0,98053,7,1992
361,Good,2014-08-28,12.84792653170257,5,2.5,0.0,2760,2.0,98059,9,1978
362,Average,2014-12-10,12.705331632924699,4,2.5,0.0,1820,2.0,98038,7,1994
363,Average,2014-08-19,13.312901088969625,3,2.5,0.0,2110,1.0,98033,8,2013
364,Good,2014-09-17,13.58609739363647,5,2.5,0.0,3040,1.0,98006,8,1966
365,Average,2015-01-30,13.049792684569493,3,2.0,0.0,1840,2.0,98045,7,1994
366,Average,2015-03-26,13.419500608626866,4,2.5,0.0,2990,2.0,98166,9,2002
367,Average,2014-10-01,13.604789526648622,4,2.5,0.0,3520,2.0,98074,10,1991
368,Good,2015-04-23,13.573438996764546,4,2.75,0.0,2440,1.0,98075,8,1989
369,Average,2014-11-20,12.730801174465157,4,3.0,0.0,2090,1.0,98056,7,1986
370,Average,2014-12-04,12.542544882151386,3,2.25,0.0,1430,2.0,98056,7,1993
371,Very Good,2014-10-01,12.66032791780777,4,2.25,0.0,2180,1.0,98133,7,1954
372,Very Good,2015-03-24,13.180632285528304,4,2.25,0.0,2180,1.0,98133,7,1954
373,Average,2014-12-23,12.84792653170257,5,3.0,0.0,3450,2.0,98023,9,2004
374,Average,2014-08-11,12.601487417784837,3,2.25,0.0,1450,2.0,98056,7,1994
375,Average,2014-05-20,13.500799813124575,4,2.5,0.0,3230,2.0,98075,10,2004
376,Average,2014-06-09,13.017002861746503,3,1.75,0.0,1640,1.0,98125,7,1940
377,Average,2014-10-27,12.524526376648708,3,3.0,0.0,1590,1.0,98038,7,1997
378,Average,2015-04-29,13.296316684527767,4,2.0,0.0,2020,2.0,98115,7,1960
379,Average,2015-04-21,12.983101310070822,3,1.5,0.0,1300,1.5,98144,7,1904
380,Poor,2014-09-16,12.506177237980511,2,1.5,0.0,1380,1.0,98011,6,1954
381,Average,2014-08-05,13.764217263576723,3,3.0,0.0,4040,2.0,98077,10,1986
382,Average,2015-03-13,12.871334622600584,4,2.25,0.0,2130,2.0,98019,7,2001
383,Average,2015-01-21,13.235692062711331,4,2.25,0.0,2550,1.0,98052,8,1968
384,Average,2014-07-28,14.115615150414612,5,3.5,0.0,4800,2.0,98006,11,1998
385,Good,2014-11-11,13.591116224748411,4,2.25,0.0,2510,2.0,98040,8,1969
386,Good,2014-06-25,12.80902155817197,3,2.0,0.0,1410,1.0,98072,7,1983
387,Average,2014-05-15,12.43857229176841,3,2.0,0.0,1650,1.0,98058,7,1979
388,Average,2014-09-05,12.909046386907855,4,2.5,0.0,2120,2.0,98146,8,1993
389,Average,2014-08-01,12.86099861326992,4,1.5,0.0,2040,1.0,98177,7,1954
390,Average,2014-12-10,12.751299696013497,4,1.0,0.0,1550,1.5,98106,7,1957
391,Good,2014-09-17,13.102160670086809,3,2.75,0.0,1980,2.0,98008,9,1979
392,Average,2014-06-18,12.706847933442663,3,2.5,0.0,1600,2.0,98019,8,2005
393,Average,2014-05-12,13.739708844547993,4,2.75,0.0,3300,2.0,98004,8,1953
394,Good,2014-07-28,13.928839243271277,4,2.5,0.0,3840,2.0,98040,10,1983
395,Very Good,2015-04-30,12.706847933442663,2,1.0,0.0,1220,1.0,98028,7,1950
396,Good,2015-03-09,13.180632285528304,5,2.25,0.0,2720,1.0,98008,7,1958
397,Poor,2014-06-23,12.80765263256463,4,2.0,0.0,1940,1.0,98006,8,1962
398,Average,2014-06-19,12.844631635805715,3,2.5,0.0,2160,1.5,98118,7,1909
399,Good,2014-06-19,12.505806799006097,4,1.75,0.0,1530,1.5,98058,7,1968
400,Average,2015-03-06,13.230320518909421,3,3.5,0.0,1710,2.0,98122,8,2008
401,Good,2014-08-25,12.793859310432293,4,1.75,0.0,3730,1.0,98022,7,1974
402,Good,2015-04-22,12.771386454580234,2,1.0,0.0,940,1.0,98117,7,1937
403,Average,2015-02-24,12.987688474077727,3,2.5,0.0,1750,2.0,98045,8,1994
404,Average,2014-06-18,12.683858415217964,4,2.5,0.0,1820,2.0,98038,7,1994
405,Average,2014-09-12,13.38472764187182,3,3.25,0.0,1510,2.0,98116,9,2001
406,Average,2014-08-06,13.017002861746503,3,2.0,0.0,1290,3.0,98103,8,2001
407,Average,2015-04-17,12.537173338349476,3,2.0,0.0,1570,1.0,98092,7,1998
408,Average,2015-04-27,12.807515636879778,4,2.5,0.0,1930,2.0,98055,8,1995
409,Good,2014-09-11,13.641157170819497,4,3.5,0.0,2840,1.0,98038,10,1986
410,Average,2015-03-18,12.498742259492994,3,2.5,0.0,1550,2.0,98031,7,1991
411,Average,2014-07-16,13.15683050244657,2,1.0,0.0,833,1.0,98070,5,2006
412,Good,2014-11-04,13.358107210694277,3,2.5,0.0,2990,2.0,98077,8,1978
413,Average,2014-07-23,13.266463721378086,3,2.5,0.0,2000,2.0,98034,9,1995
414,Average,2015-02-12,12.733755386362587,4,1.5,0.0,2390,1.5,98178,7,1920
415,Good,2014-09-09,13.253391639810733,3,1.75,0.0,2910,1.0,98052,7,1967
416,Average,2014-06-26,13.241922612461968,4,1.75,0.0,2085,1.0,98024,7,1964
417,Very Good,2015-01-05,12.955127458028414,4,2.25,0.0,2200,1.0,98133,7,1962
418,Average,2014-12-23,12.779873068457553,3,2.25,0.0,1860,2.0,98019,8,2012
419,Average,2014-07-10,14.253765488895429,5,4.25,0.0,6070,2.0,98024,12,1999
420,Average,2014-12-03,13.085699393032737,2,1.0,0.0,950,1.0,98103,7,1941
421,Very Good,2014-07-30,13.345506928718539,3,1.75,0.0,1600,1.0,98006,7,1955
422,Average,2014-12-19,13.195613839143922,3,2.5,0.0,2250,2.0,98056,8,1988
423,Good,2015-01-07,12.84792653170257,3,2.5,0.0,2280,2.0,98058,8,1985
424,Average,2014-07-17,12.834681304952548,2,1.0,0.0,940,1.0,98122,7,1909
425,Very Good,2015-04-03,12.409013489526863,3,2.5,0.0,1530,1.0,98038,7,1996
426,Good,2014-11-14,12.644327576461329,5,1.75,0.0,2190,1.0,98166,7,1947
427,Good,2015-02-25,14.077874822431765,3,2.0,0.0,2350,1.0,98004,8,1976
428,Average,2014-05-06,12.891691559669328,4,2.0,0.0,1440,1.0,98034,7,1971
429,Average,2015-05-12,12.80765263256463,3,2.5,0.0,2200,2.0,98058,8,2005
430,Average,2014-10-28,12.702292116906802,4,3.0,0.0,2290,2.0,98042,9,1990
431,Average,2014-09-08,13.803437976730004,4,3.0,0.0,4040,2.0,98052,11,1987
432,Very Good,2014-07-22,13.815510557964274,4,2.5,0.0,2610,1.5,98103,8,1922
433,Average,2014-09-03,12.375815420117268,3,2.5,0.0,1490,2.0,98055,7,2005
434,Average,2014-09-19,13.17115354157376,4,2.5,0.0,2450,2.0,98011,8,2003
435,Average,2014-09-16,13.526494262499357,4,2.5,0.0,1710,1.0,98006,9,1976
436,Average,2014-08-21,13.490472698968725,5,2.5,0.0,4870,2.0,98074,10,1983
437,Average,2015-03-12,13.644722236983993,3,2.5,0.0,3130,2.0,98052,10,1991
438,Average,2014-07-08,12.989974189358584,2,2.0,0.0,1270,3.0,98115,8,2000
439,Average,2014-09-16,13.267329147654515,3,1.75,0.0,2120,1.0,98146,8,1977
440,Very Good,2014-09-23,12.336881585641587,3,1.5,0.0,1670,1.0,98001,7,1954
441,Average,2014-07-22,12.185869938212655,3,2.25,0.0,2070,2.0,98001,7,1974
442,Average,2014-07-15,13.370784735902808,2,1.0,0.0,1420,1.0,98105,8,1953
443,Good,2015-04-22,12.765688433465597,3,1.5,0.0,1250,1.0,98038,6,1980
444,Good,2014-08-19,12.230765258120545,3,1.0,0.0,940,1.0,98032,7,1960
445,Average,2014-12-02,12.89921982609012,3,1.75,0.0,1920,1.0,98072,7,1968
446,Average,2014-11-10,13.845069360205818,3,2.5,0.0,3545,1.0,98027,10,2005
447,Average,2015-03-19,13.132313708257497,3,2.0,0.0,1260,1.0,98034,7,1972
448,Average,2014-10-09,13.071070083016778,5,2.5,0.0,2340,1.0,98034,7,1975
449,Very Good,2014-11-05,13.16158409055761,3,2.25,0.0,2590,1.0,98028,8,1977
450,Average,2015-05-02,14.187074114396758,3,4.5,0.0,3970,2.0,98034,10,1977
451,Average,2014-12-31,12.717398144337816,3,1.75,0.0,1220,1.0,98011,7,1965
452,Good,2015-02-22,12.354492650648448,3,1.0,0.0,1400,1.0,98038,6,1976
453,Good,2015-04-21,13.446039810079485,3,2.75,0.0,2360,1.0,98006,8,1983
454,Good,2014-10-14,13.60602333309755,3,1.75,0.0,1870,1.0,98040,8,1960
455,Average,2014-05-20,13.219490088135052,3,2.5,0.0,2830,2.0,98028,9,2001
456,Average,2015-01-08,13.115338762467365,3,2.5,0.0,2260,2.0,98072,8,1994
457,Good,2014-11-26,13.465953081794405,3,3.0,1.0,1970,2.0,98070,9,1980
458,Very Good,2014-06-12,13.267329147654515,4,2.5,0.0,3140,1.0,98055,9,1966
459,Very Good,2015-01-28,12.449018824140563,3,1.75,0.0,1240,1.0,98042,7,1986
460,Average,2014-06-26,13.864300722133706,4,3.5,0.0,3450,2.0,98006,10,2007
461,Good,2015-03-05,12.759957758756611,3,2.25,0.0,2570,2.0,98042,8,1989
462,Average,2014-11-04,12.345834587905333,3,2.0,0.0,1510,2.0,98031,7,1985
463,Average,2014-12-09,12.79246945614324,4,2.25,0.0,2390,2.0,98023,9,1988
464,Average,2014-11-12,12.706847933442663,3,1.0,0.0,980,1.0,98133,6,1953
465,Fair,2014-05-23,11.289781913656018,1,0.75,0.0,430,1.0,98014,4,1912
466,Average,2014-12-01,13.049792684569493,3,1.75,0.0,1480,1.0,98133,7,1954
467,Average,2014-10-15,12.691580461311874,4,2.5,0.0,1850,2.0,98042,8,1997
468,Good,2015-01-07,12.738170404571704,3,2.0,0.0,2270,1.0,98168,7,1947
469,Average,2015-01-06,12.744026936684417,3,2.5,0.0,1810,2.0,98038,8,1993
470,Average,2014-06-23,12.580734844483294,2,2.0,0.0,1610,2.0,98178,6,1930
471,Average,2015-02-13,13.674753120248011,3,4.25,0.0,3840,2.0,98074,10,2000
472,Average,2014-11-13,13.997832114758229,4,2.75,0.0,4110,2.0,98125,9,1928
473,Average,2014-10-14,13.955272500339433,4,3.25,0.0,4190,2.0,98074,11,2000
474,Average,2014-08-11,13.664571382398988,4,2.75,0.0,3390,2.0,98074,9,2011
475,Average,2014-08-08,13.16158409055761,4,2.25,0.0,1890,2.0,98029,7,2003
476,Average,2014-07-11,13.038981768465277,3,2.5,0.0,1610,2.0,98118,9,2005
477,Average,2014-09-01,12.992081556341256,3,1.5,0.0,1050,1.0,98115,7,1949
478,Average,2015-04-06,12.66032791780777,2,1.0,0.0,630,1.0,98126,5,1918
479,Average,2014-07-18,13.287877815881902,4,2.75,0.0,2910,1.0,98033,8,1975
480,Average,2014-11-04,12.84397135185964,4,1.75,0.0,1700,1.0,98006,7,1955
481,Good,2014-06-03,12.702292116906802,3,2.5,0.0,1950,2.0,98042,9,1990
482,Good,2015-03-25,13.652932803206916,3,3.0,0.0,2990,2.0,98005,8,1973
483,Average,2014-10-27,13.17115354157376,3,1.5,0.0,1350,1.0,98136,7,1950
484,Average,2015-04-10,14.144814305106875,4,3.25,0.0,4860,2.5,98074,9,1993
485,Good,2015-04-28,12.594730635321957,4,2.5,0.0,2160,1.0,98023,8,1978
486,Average,2014-07-11,13.883169206438088,6,3.5,0.0,4860,2.0,98006,11,1998
487,Average,2014-07-21,12.245052945171057,2,2.0,0.0,890,1.0,98118,6,1917
488,Average,2014-12-16,13.458692746677631,4,2.75,0.0,2810,2.0,98075,9,2002
489,Good,2015-02-10,14.0623706358958,5,2.5,0.0,3400,2.0,98027,8,1977
490,Good,2014-11-20,13.021437458814368,4,1.5,0.0,1580,1.0,98052,7,1963
491,Good,2015-02-05,12.821258284620408,3,2.0,0.0,1680,1.0,98055,7,1987
492,Very Good,2015-01-27,12.354492650648448,3,1.75,0.0,1300,1.0,98042,7,1968
493,Good,2014-10-30,13.414958361716755,5,2.5,0.0,2820,2.0,98034,7,1960
494,Average,2014-06-14,12.892950213076524,3,2.0,0.0,1510,1.0,98034,7,1972
495,Average,2014-05-12,13.102160670086809,2,2.5,0.0,1230,2.0,98112,8,2004
496,Average,2015-01-28,13.493926933836812,4,2.0,0.0,2110,2.0,98116,9,1925
497,Good,2014-09-17,12.608198852372823,3,2.75,0.0,3080,1.0,98032,7,1958
498,Good,2014-08-18,13.345506928718539,2,1.5,0.0,1490,1.5,98116,7,1900
499,Average,2014-11-06,12.988831984779805,3,2.5,0.0,2120,2.0,98065,7,2000
500,Average,2015-05-10,13.38472764187182,4,2.5,0.0,3180,2.0,98065,9,2003
501,Average,2014-05-19,13.071070083016778,2,1.0,0.0,1490,1.0,98117,7,1929
502,Good,2014-05-02,12.742566016044742,3,2.0,0.0,1930,1.0,98042,8,1966
503,Average,2014-10-15,13.997832114758229,4,2.5,0.0,2770,2.0,98033,10,1999
504,Good,2015-02-10,12.542544882151386,3,1.5,0.0,1670,1.0,98055,7,1963
505,Average,2014-05-21,12.388394202324129,2,1.75,0.0,1330,1.0,98188,7,1993
506,Good,2014-05-27,13.178743710840436,3,1.0,0.0,1210,1.5,98107,7,1924
507,Good,2015-02-02,12.999065161059836,3,1.0,0.0,1190,1.0,98136,7,1941
508,Good,2014-05-08,13.329377546788654,2,1.0,0.0,1540,1.0,98119,7,1946
509,Average,2014-06-12,14.214286677921642,4,3.75,0.0,4030,2.0,98033,10,2006
510,Good,2015-05-05,13.279367126213993,4,1.75,0.0,2430,1.0,98052,8,1981
511,Average,2015-03-05,13.081541382884074,4,2.5,0.0,2600,2.0,98059,8,2005
512,Good,2014-07-21,13.9108207377686,5,3.5,0.0,4410,2.0,98053,9,1990
513,Average,2014-11-05,12.577636201962656,4,1.0,0.0,1330,1.5,98133,7,1949
514,Very Good,2014-08-20,13.329377546788654,3,1.75,0.0,1900,1.0,98116,7,1951
515,Good,2015-03-11,12.611537753638338,2,1.0,0.0,1100,1.0,98133,7,1950
516,Average,2014-10-29,12.637855061955712,3,1.0,0.0,1980,1.5,98030,6,1932
517,Average,2015-05-07,13.527828485512494,3,2.5,0.0,2400,2.0,98033,9,2001
518,Very Good,2014-11-14,14.626440774180603,4,2.25,0.0,4760,2.5,98112,9,1916
519,Average,2014-08-05,13.698976741708323,4,3.25,0.0,3180,2.0,98059,10,2005
520,Very Good,2015-03-25,12.570715759118084,3,1.0,0.0,1190,1.0,98058,6,1958
521,Average,2014-09-06,12.154779351142624,2,1.0,0.0,630,1.0,98178,6,1943
522,Average,2015-03-26,13.151922179645874,5,3.0,0.0,2530,1.0,98133,8,2005
523,Good,2014-11-05,12.367340793126296,4,1.5,0.0,1690,1.0,98055,5,1930
524,Average,2014-08-18,12.524526376648708,2,1.0,0.0,940,1.0,98126,6,1951
525,Good,2014-11-21,13.497369278027785,2,2.0,0.0,1240,1.0,98004,7,1952
526,Average,2014-06-20,13.38472764187182,4,2.5,0.0,3040,2.0,98053,7,2003
527,Average,2014-06-18,14.28551418721001,6,5.0,0.0,6050,2.0,98024,11,2001
528,Average,2014-11-05,12.80765263256463,4,1.0,0.0,1590,1.5,98125,6,1944
529,Average,2014-10-08,13.403020834919145,3,1.75,0.0,2500,1.0,98052,9,1984
530,Average,2015-04-29,12.508027377268673,3,2.5,0.0,1780,1.0,98038,7,1978
531,Average,2015-05-05,12.206072645530174,2,1.5,0.0,1360,2.0,98092,7,1978
532,Average,2015-02-24,13.785051350479566,4,3.25,0.0,4740,2.0,98075,10,1987
533,Good,2014-06-24,11.982929094215963,3,1.5,0.0,1010,1.0,98198,7,1962
534,Good,2015-02-18,12.225875272826354,3,1.0,0.0,1040,1.0,98010,6,1971
535,Good,2015-02-18,12.788288265382837,3,2.25,0.0,1610,2.0,98058,7,1985
536,Average,2015-05-01,13.021437458814368,4,1.75,0.0,1570,1.0,98011,7,1979
537,Good,2014-12-04,13.296316684527767,2,2.0,0.0,1510,1.0,98103,7,1900
538,Average,2015-04-10,12.425208175446844,3,2.0,0.0,1360,1.0,98042,7,1994
539,Average,2015-03-10,12.756791832957841,4,2.5,0.0,1970,2.0,98055,8,1999
540,Good,2015-02-18,14.571632537685607,3,2.5,1.0,5403,2.0,98166,12,1976
541,Average,2014-10-30,12.542544882151386,4,2.5,0.0,1560,2.0,98056,7,2003
542,Good,2014-10-13,12.672595222939254,4,1.75,0.0,2320,1.0,98032,8,1973
543,Average,2014-09-11,13.180632285528304,3,2.25,0.0,2120,1.0,98075,8,1967
544,Good,2014-11-21,12.834681304952548,3,2.25,0.0,2120,2.0,98031,8,1983
545,Average,2015-04-22,13.721199878493033,4,2.5,0.0,3350,2.0,98052,11,1988
546,Good,2014-05-23,13.569610019527449,4,2.5,0.0,2380,2.0,98006,10,1991
547,Average,2015-03-19,12.468244583811861,2,2.0,0.0,1070,2.0,98106,9,2008
548,Good,2014-09-23,12.66032791780777,4,2.75,0.0,2300,1.0,98058,7,1979
549,Good,2014-05-28,12.2783933071098,2,1.0,0.0,1320,1.0,98168,6,1943
550,Good,2014-07-23,13.465953081794405,3,1.75,0.0,2180,1.0,98040,7,1946
551,Very Good,2014-10-13,14.187074114396758,3,3.0,0.0,4380,2.0,98199,10,1952
552,Average,2015-05-08,13.019222618484815,3,1.75,0.0,1790,2.0,98155,7,1949
553,Good,2014-09-02,12.47227568630483,2,1.0,0.0,750,1.0,98055,6,1943
554,Very Good,2014-11-17,12.889169490236618,3,1.5,0.0,1300,1.0,98028,7,1956
555,Average,2014-07-22,13.493926933836812,4,2.5,0.0,2990,2.0,98059,9,1999
556,Average,2014-06-20,14.48333993053993,7,3.5,0.0,4640,2.0,98040,11,1965
557,Average,2014-07-15,12.380025952653611,4,1.0,0.0,1400,1.5,98188,7,1959
558,Good,2015-04-27,13.527828485512494,6,1.75,0.0,2750,2.0,98052,8,1973
559,Average,2014-10-27,12.711383088608054,4,2.5,0.0,2050,2.0,98042,7,1998
560,Average,2014-10-28,13.038981768465277,4,3.0,0.0,2230,1.0,98065,7,1978
561,Good,2014-07-07,12.911518881677136,4,2.25,0.0,2340,1.0,98092,8,1982
562,Average,2014-12-17,13.687677186454389,3,2.5,0.0,2870,2.0,98103,9,2014
563,Average,2014-06-13,13.668169970065565,4,2.5,0.0,4120,2.0,98074,10,1997
564,Average,2014-12-16,13.367190139549681,3,1.75,0.0,2080,1.0,98005,7,1960
565,Average,2014-07-28,12.983101310070822,3,2.5,0.0,1840,2.0,98053,7,2008
566,Good,2014-12-31,12.468436909997665,3,1.0,0.0,1180,1.5,98178,6,1959
567,Very Good,2014-08-14,13.417269294945429,5,2.75,0.0,2160,1.5,98105,7,1927
568,Average,2014-10-22,13.321214236149494,3,1.0,0.0,1180,1.5,98109,8,1907
569,Good,2014-12-18,12.911642346088676,2,0.75,0.0,1160,1.0,98014,6,1937
570,Average,2014-07-18,12.733460357595142,4,2.5,0.0,1830,2.0,98038,7,2003
571,Average,2015-01-23,13.487006490992238,4,4.0,0.0,3200,2.0,98075,10,2004
572,Good,2015-04-24,12.999065161059836,5,3.0,0.0,2560,1.5,98108,7,1927
573,Very Good,2014-06-03,13.38472764187182,5,2.75,0.0,2550,1.5,98122,8,1902
574,Average,2015-01-02,12.481808646963554,3,1.75,0.0,1330,1.0,98058,7,1981
575,Good,2014-12-17,12.611537753638338,2,1.0,0.0,1220,1.0,98038,7,1963
576,Average,2014-12-09,12.491251587763836,3,2.5,0.0,1805,2.0,98002,7,2009
577,Average,2014-12-11,13.742939865129438,4,4.0,0.0,6050,2.5,98077,9,2009
578,Average,2015-01-27,13.180632285528304,4,2.5,0.0,2320,2.0,98028,8,2004
579,Good,2014-12-11,12.100712129872347,3,1.0,0.0,1384,1.0,98023,6,1965
580,Average,2014-05-16,13.335860551666734,3,2.5,0.0,2720,2.0,98065,9,2005
581,Good,2014-08-21,12.483704382128453,3,1.5,0.0,1820,1.0,98003,7,1962
582,Good,2014-07-01,13.500799813124575,2,2.25,0.0,2130,1.5,98116,7,1941
583,Average,2014-10-22,12.992254692057308,4,2.25,0.0,2060,2.0,98034,7,1975
584,Good,2014-11-17,12.500606192931057,4,1.75,0.0,1420,1.0,98031,7,1981
585,Average,2014-07-15,12.706847933442663,3,1.75,0.0,1510,1.0,98045,7,1985
586,Average,2014-08-19,13.369223455335854,3,2.5,0.0,2160,1.5,98122,8,1903
587,Good,2014-07-08,13.710150042306449,3,2.5,0.0,3180,2.0,98074,11,1978
588,Good,2014-09-30,12.821258284620408,3,2.25,0.0,2110,2.0,98038,8,1985
589,Very Good,2015-03-14,13.437174117244362,3,2.0,0.0,2060,1.5,98144,8,1931
590,Average,2014-09-04,13.132313708257497,3,1.5,0.0,1830,1.0,98053,7,1981
591,Good,2014-10-21,12.487485104968359,3,1.75,0.0,1820,1.0,98022,7,1966
592,Average,2015-03-24,12.577636201962656,3,2.5,0.0,1610,2.0,98055,8,2006
593,Average,2014-09-02,12.598114733306197,4,2.5,0.0,1780,2.0,98038,7,2006
594,Average,2015-02-13,12.793859310432293,4,2.5,0.0,1840,2.0,98178,7,1996
595,Average,2014-06-04,12.390475368527953,3,1.75,0.0,1460,1.0,98168,7,1997
596,Average,2014-07-22,12.827992316801751,2,2.5,0.0,1400,2.0,98126,8,2007
597,Average,2014-10-02,13.296316684527767,3,2.5,0.0,3370,2.0,98045,9,2004
598,Average,2014-10-17,13.151922179645874,4,3.0,0.0,3590,2.0,98023,9,1997
599,Good,2014-08-05,14.01436141670944,4,2.25,0.0,3200,2.0,98040,9,1962
600,Average,2014-10-09,13.13626628257332,2,1.75,0.0,1670,1.0,98053,8,2004
601,Average,2015-02-04,12.899094818276968,4,2.0,0.0,2420,1.0,98092,9,1984
602,Average,2014-08-20,12.128111104060462,3,1.75,0.0,1430,2.0,98010,7,1994
603,Average,2014-08-25,13.038981768465277,3,1.75,0.0,1440,1.0,98052,7,1980
604,Average,2015-02-24,12.984250075274694,3,2.25,0.0,1450,2.0,98029,7,1985
605,Very Good,2015-04-08,13.058358047428417,4,2.75,0.0,3550,1.0,98188,8,1966
606,Average,2014-05-05,13.182517300224076,2,3.0,0.0,1270,2.0,98103,8,2000
607,Average,2015-02-06,13.00245308073177,2,1.0,0.0,940,1.0,98177,7,1949
608,Average,2014-11-26,12.314927050442256,3,2.0,0.0,1670,1.0,98042,7,1990
609,Average,2015-04-17,13.287877815881902,4,3.5,0.0,3100,2.0,98028,8,1996
610,Average,2014-12-09,12.736700896592344,2,2.5,0.0,1100,3.0,98103,7,1997
611,Good,2014-11-05,13.38472764187182,3,2.0,0.0,1870,1.0,98199,8,1925
612,Good,2014-09-25,13.18740177358355,3,2.5,0.0,1930,2.0,98029,8,1990
